-4.9185e-05,-5.586e-05,-4.9017e-05,2.4599e-08,-5.5886e-05,-7.7475e-05,-2.0937e-07,-0.0013668,3.3414e-05,-0.00033517,-0.0019014,0.0024572,-0.00089713,-0.00022054,-0.0012059,3.3807e-06,-2.6295e-08,-0.002139,-0.002793,0.00072943,6.2285e-05,0,0.00076492,0.00091577,0.00089656,0.00092858,0,0.00078271,0.00085333,0.00085387,0.00087699,0,0,0,0
-5.2133e-05,-5.9207e-05,-5.1955e-05,2.6073e-08,-5.9235e-05,-8.2118e-05,-2.2191e-07,-0.0014487,3.5417e-05,-0.00035526,-0.0020153,0.0026045,-0.00095089,-0.00023376,-0.0012781,3.5832e-06,-2.7871e-08,-0.0022671,-0.0029603,0.00077314,6.6018e-05,0,0.00081076,0.00097065,0.00095029,0.00098422,0,0.00082962,0.00090447,0.00090504,0.00092955,0,0,0,0
-5.5224e-05,-6.2718e-05,-5.5035e-05,2.7619e-08,-6.2747e-05,-8.6987e-05,-2.3507e-07,-0.0015346,3.7517e-05,-0.00037632,-0.0021348,0.0027589,-0.0010073,-0.00024762,-0.0013539,3.7957e-06,-2.9524e-08,-0.0024016,-0.0031359,0.00081899,6.9932e-05,0,0.00085883,0.0010282,0.0010066,0.0010426,0,0.00087881,0.0009581,0.0009587,0.00098466,0,0,0,0
-5.8472e-05,-6.6406e-05,-5.8272e-05,2.9243e-08,-6.6437e-05,-9.2103e-05,-2.4889e-07,-0.0016248,3.9723e-05,-0.00039846,-0.0022604,0.0029211,-0.0010665,-0.00026218,-0.0014335,4.0189e-06,-3.126e-08,-0.0025428,-0.0033203,0.00086715,7.4045e-05,0,0.00090934,0.0010887,0.0010658,0.0011039,0,0.00093049,0.0010144,0.0010151,0.0010426,0,0,0,0
-6.1959e-05,-7.0367e-05,-6.1747e-05,3.0987e-08,-7.04e-05,-9.7596e-05,-2.6374e-07,-0.0017217,4.2092e-05,-0.00042222,-0.0023952,0.0030953,-0.0011301,-0.00027782,-0.001519,4.2586e-06,-3.3125e-08,-0.0026945,-0.0035183,0.00091887,7.8461e-05,0,0.00096358,0.0011536,0.0011294,0.0011697,0,0.00098599,0.0010749,0.0010756,0.0011048,0,0,0,0
-6.5595e-05,-7.4496e-05,-6.5371e-05,3.2806e-08,-7.4531e-05,-0.00010332,-2.7922e-07,-0.0018227,4.4562e-05,-0.000447,-0.0025358,0.0032769,-0.0011964,-0.00029412,-0.0016082,4.5085e-06,-3.5068e-08,-0.0028526,-0.0037248,0.00097279,8.3065e-05,0,0.0010201,0.0012213,0.0011957,0.0012384,0,0.0010438,0.001138,0.0011387,0.0011696,0,0,0,0
-6.9473e-05,-7.89e-05,-6.9235e-05,3.4745e-08,-7.8937e-05,-0.00010943,-2.9572e-07,-0.0019305,4.7197e-05,-0.00047342,-0.0026857,0.0034705,-0.0012672,-0.00031151,-0.0017033,4.7751e-06,-3.7142e-08,-0.0030212,-0.003945,0.0010303,8.7976e-05,0,0.0010804,0.0012935,0.0012664,0.0013116,0,0.0011056,0.0012053,0.0012061,0.0012387,0,0,0,0
-7.3523e-05,-8.3501e-05,-7.3272e-05,3.6771e-08,-8.354e-05,-0.00011581,-3.1297e-07,-0.0020431,4.9948e-05,-0.00050103,-0.0028423,0.0036728,-0.001341,-0.00032967,-0.0018026,5.0535e-06,-3.9307e-08,-0.0031974,-0.0041751,0.0010904,9.3106e-05,0,0.0011434,0.0013689,0.0013402,0.0013881,0,0.00117,0.0012756,0.0012764,0.0013109,0,0,0,0
-7.7852e-05,-8.8417e-05,-7.7586e-05,3.8936e-08,-8.8458e-05,-0.00012263,-3.3139e-07,-0.0021633,5.2889e-05,-0.00053053,-0.0030096,0.003889,-0.00142,-0.00034908,-0.0019087,5.351e-06,-4.1621e-08,-0.0033856,-0.0044209,0.0011546,9.8587e-05,0,0.0012107,0.0014495,0.0014191,0.0014698,0,0.0012389,0.0013507,0.0013515,0.0013881,0,0,0,0
-8.2366e-05,-9.3544e-05,-8.2085e-05,4.1194e-08,-9.3587e-05,-0.00012974,-3.5061e-07,-0.0022888,5.5956e-05,-0.00056129,-0.0031841,0.0041145,-0.0015023,-0.00036932,-0.0020194,5.6613e-06,-4.4035e-08,-0.0035819,-0.0046772,0.0012215,0.0001043,0,0.0012809,0.0015336,0.0015014,0.001555,0,0.0013107,0.001429,0.0014299,0.0014686,0,0,0,0
